Gender,Age,Average Weekly Exercise Hours,Health Consciousness Rating,Average Daily Screen Time,Social Media Influence Score,Number of Professional Trainings Attended,Eco-Consciousness Metric,Stress Management Score,Time Management Skill,Lifestyle Choice
1,22,0.0857,3.9037,9.0268,5.3508,4.8011,0.0309,4.7683,100.5106,Fitness Enthusiast
2,34,0.7726,2.1222,3.2337,12.2129,2.4179,0.0254,3.0564,10.872,Fitness Enthusiast
1,34,0.0968,0.6909,5.6134,3.3766,2.49,0.001,3.4239,15.4499,Eco-Friendly
2,34,0.0403,0.4432,5.1171,7.572,4.5332,1.3631,2.8735,71.0361,Social Media Influencer
2,35,0.1078,3.8844,4.7041,3.8195,3.414,0.0245,4.9962,33.236,Health-Conscious
1,27,0.1014,0.7689,8.5812,1.3503,5.4025,0.0005,1.2202,102.7243,Eco-Friendly
1,30,0.0616,0.7831,7.8838,5.8681,4.5872,0.0162,2.8659,96.5766,Social Media Influencer
2,22,0.0091,2.0248,5.3857,11.3441,3.0122,0.0145,2.9884,26.3007,Eco-Friendly
1,37,0.0365,0.8499,2.2484,5.3293,3.3514,0.0134,4.7386,25.6014,Eco-Friendly
2,19,0.0565,0.8923,5.0831,3.2481,4.1358,0.01,3.6804,72.6043,Health-Conscious
2,28,0.0299,0.7096,5.1843,4.7404,2.8733,0.0024,4.6309,21.681,Eco-Friendly
1,32,0.1003,0.7369,9.0752,1.6963,3.8668,0.0086,1.4937,58.5387,Fitness Enthusiast
1,43,0.0746,0.7467,6.5745,1.0596,2.5716,0.0069,1.2385,20.1432,Eco-Friendly
1,37,1.3128,0.7139,2.4896,2.6043,2.2465,0.0268,2.1308,11.068,Social Media Influencer
2,69,0.0714,0.7006,2.2817,1.1668,3.2155,0.0075,1.1593,21.9295,Eco-Friendly
1,34,0.1471,0.7022,6.518,2.8103,3.6293,0.0005,2.9131,48.3482,Social Media Influencer
2,27,0.1377,0.7299,8.9962,3.6392,1.6429,0.0053,2.9966,7.2503,Health-Conscious
2,26,0.5635,5.3322,3.9047,11.9052,1.7251,0.0248,2.6786,7.0457,Social Media Influencer
2,48,0.0916,0.6516,1.796,6.3392,3.5887,0.0208,1.7744,26.3863,Health-Conscious
1,27,0.1875,0.8885,4.7294,9.9074,3.7816,0.007,4.4411,52.2546,Health-Conscious
2,53,0.0573,0.9728,6.7201,5.4847,3.2836,0.0205,3.8929,34.6498,Social Media Influencer
1,25,0.0404,1.1649,1.3586,8.2046,2.5484,0.0199,4.6894,9.1848,Health-Conscious
1,19,0.0062,3.7196,3.7746,3.6234,1.0319,0.0069,4.2076,2.6873,Health-Conscious
2,55,0.0173,0.7071,0.8119,6.5182,1.6492,0.011,1.2218,4.5711,Social Media Influencer
2,41,0.4399,0.3697,3.3813,8.3802,4.6925,2.0199,2.423,71.0659,Fitness Enthusiast
1,31,0.3652,0.4217,6.2861,11.0453,3.2392,0.6837,3.6022,35.976,Eco-Friendly
2,27,1.6632,3.4573,2.8524,16.8945,4.2473,0.0095,3.1674,61.2294,Fitness Enthusiast
1,46,0.4082,0.5058,4.508,3.9769,1.5551,1.8439,2.9066,8.7995,Eco-Friendly
2,26,1.0828,0.3497,4.801,7.2899,1.2285,0.5732,2.6827,1.4613,Fitness Enthusiast
1,37,0.0491,0.6957,6.3495,4.0357,3.926,0.5596,4.0982,56.1957,Eco-Friendly
2,54,0.661,0.0644,3.128,15.3381,3.3435,0.007,2.0262,26.7974,Fitness Enthusiast
2,32,0.0401,4.5271,3.5381,3.3278,3.3004,0.0238,3.9679,26.6248,Health-Conscious
1,32,0.1136,0.6904,2.3572,3.3705,3.4595,0.0087,2.1814,27.75,Eco-Friendly
1,42,0.1523,0.7416,2.3562,4.0733,6.9949,0.0045,3.7189,100.9354,Eco-Friendly
1,24,0.0277,6.2734,2.0702,0.7608,3.2567,0.5026,2.3444,21.5585,Health-Conscious
2,31,0.1869,0.7446,7.4816,2.7122,3.3917,0.0141,2.7951,38.2838,Eco-Friendly
2,33,0.4599,0.7663,4.8118,4.462,1.9896,0.0061,2.8632,13.3967,Social Media Influencer
2,20,0.9212,7.8141,5.4664,6.4956,1.5765,0.0042,3.2581,5.1182,Health-Conscious
1,45,0.0105,1.0472,5.2718,3.4512,4.1129,0.9419,4.5817,56.9757,Health-Conscious
1,21,0.0087,0.5932,6.9906,6.2332,3.1438,0.0201,3.5154,29.1991,Social Media Influencer
1,29,0.0431,0.5402,4.1062,5.1995,3.9089,1.6361,4.4527,58.6827,Social Media Influencer
2,43,1.6835,7.1147,5.5823,26.7466,4.37,0.0775,2.0922,69.3793,Eco-Friendly
1,48,0.1609,0.7013,4.7818,3.696,3.452,0.5693,2.4277,33.9346,Eco-Friendly
2,27,0.5629,4.4248,6.5372,2.8051,7.2727,0.0263,1.948,101.6238,Fitness Enthusiast
1,43,0.0543,3.248,4.883,3.3186,4.6174,0.0268,4.8338,94.4694,Health-Conscious
2,33,0.0851,0.6515,4.2254,3.3468,1.5356,0.0034,2.3353,6.6904,Social Media Influencer
2,32,0.0637,2.5207,3.8219,4.3369,4.8831,0.5754,4.9371,83.483,Health-Conscious
1,27,0.315,1.002,3.9771,11.6098,2.9471,1.6427,3.4548,25.3437,Fitness Enthusiast
1,49,0.5177,0.6376,0.4509,17.8595,4.522,0.0257,4.323,64.4102,Social Media Influencer
1,23,0.042,0.7828,5.4886,3.3623,4.5107,0.0097,3.0626,92.268,Health-Conscious
1,40,0.0567,3.4474,5.8197,2.2737,4.5154,0.0047,3.7633,91.6365,Health-Conscious
2,32,0.0237,5.7662,3.5107,2.8267,1.3327,0.0265,3.4676,3.6039,Health-Conscious
1,26,1.5312,0.2743,5.3565,7.4168,1.9942,0.9102,1.9598,11.394,Fitness Enthusiast
1,38,0.0361,0.7385,3.1839,2.9817,2.3181,0.0147,2.7697,9.7159,Health-Conscious
2,34,0.0027,0.726,0.2531,3.1705,3.8463,0.0109,2.1339,26.759,Eco-Friendly
1,26,0.0911,0.8114,7.4743,2.8171,3.764,0.0058,3.1851,58.4707,Eco-Friendly
1,34,0.0405,0.6802,2.7452,3.5267,4.5005,0.0088,3.1028,79.9836,Eco-Friendly
2,21,0.0456,0.8211,4.7333,4.3905,5.1337,0.0194,3.0883,98.6759,Eco-Friendly
2,54,0.0367,0.5994,3.7831,8.7843,1.4197,0.0091,3.4513,4.813,Social Media Influencer
2,40,0.0954,5.2508,5.5958,3.016,2.9308,0.0182,3.7874,24.4115,Health-Conscious
1,37,0.4181,5.2597,5.2545,9.8003,2.7449,0.0135,4.0041,19.0004,Fitness Enthusiast
1,35,1.3632,3.1577,5.7383,10.8735,2.9733,0.0003,2.4904,24.8752,Fitness Enthusiast
1,20,0.1238,0.8366,9.6849,1.3185,2.3992,0.0192,1.6307,15.6583,Fitness Enthusiast
2,28,0.0348,0.4281,4.1498,13.3914,2.434,1.4607,4.1044,19.8262,Eco-Friendly
1,70,0.1073,3.6382,6.1805,2.2015,2.8356,0.0121,3.912,21.0908,Health-Conscious
2,20,0.0833,5.2029,4.5368,3.0038,4.7406,0.0274,4.6622,94.0024,Health-Conscious
2,31,0.0936,1.0622,9.4031,6.3822,0.7648,0.013,4.7658,4.286,Social Media Influencer
1,27,0.0981,4.8254,3.5538,3.7037,3.3875,0.0165,5.91,28.5908,Health-Conscious
2,50,0.035,0.7721,4.3271,3.241,3.2104,0.0332,2.4448,29.8618,Eco-Friendly
2,22,0.1543,0.735,3.3527,3.9353,5.3271,0.0148,2.7424,102.3463,Eco-Friendly
1,41,0.0135,0.6968,4.2668,5.0391,4.6559,1.2439,4.0071,72.2886,Eco-Friendly
2,59,0.026,0.7146,1.8536,4.4768,2.7241,0.0085,4.3092,13.098,Eco-Friendly
2,49,0.1823,3.6661,6.7845,3.7114,3.9194,0.0131,3.0529,55.9692,Health-Conscious
2,33,1.506,1.6012,4.3126,10.196,2.0197,0.0398,2.6936,7.3958,Fitness Enthusiast
2,33,1.0445,0.8336,5.5697,3.8304,3.3952,0.0192,3.9941,37.5343,Eco-Friendly
1,59,0.036,0.8028,7.0378,3.0566,3.7616,0.0309,2.9323,46.5,Health-Conscious
1,42,0.0891,4.5738,5.3566,3.6774,2.745,0.0131,5.4679,19.3782,Health-Conscious
2,24,1.1829,0.1313,5.3387,14.8368,3.7779,1.1102,3.6932,50.8969,Fitness Enthusiast
1,23,0.0848,0.6386,8.4429,6.4954,4.4139,0.0129,4.5872,88.1679,Health-Conscious
1,33,0.0996,0.392,5.061,13.4938,3.4494,1.6631,3.6256,40.9162,Eco-Friendly
1,21,0.1396,3.4531,5.0741,3.0407,3.5102,0.02,4.7816,35.2942,Health-Conscious
1,43,2.2254,0.8813,3.5515,11.6824,4.378,1.0207,2.6674,63.6715,Fitness Enthusiast
1,54,0.5082,6.1867,0.3891,1.7436,2.5837,0.003,2.5849,9.8078,Health-Conscious
1,53,0.0958,0.6592,2.1328,5.5047,3.3256,0.0025,2.8855,22.4514,Health-Conscious
2,21,1.8838,1.7878,2.4643,22.3778,3.3107,0.0002,1.6973,25.1862,Fitness Enthusiast
2,31,0.0175,0.7197,4.401,1.765,4.5779,0.0105,1.7308,93.7972,Eco-Friendly
1,41,2.7428,0.7827,4.0991,3.2812,4.1454,0.0367,2.9788,63.2593,Social Media Influencer
2,47,0.0277,2.0372,8.792,12.9584,3.2214,0.0044,5.0883,39.0767,Health-Conscious
2,27,0.0549,5.1559,4.4001,2.9878,3.5213,0.0178,3.8017,32.7252,Health-Conscious
2,43,0.0467,0.8375,7.9802,6.8065,2.0051,0.043,5.1384,9.8716,Social Media Influencer
1,38,0.2279,0.5073,1.9309,16.1977,1.6785,0.0304,3.5554,7.8824,Social Media Influencer
1,42,0.0007,0.7757,0.8497,4.145,4.1737,0.0027,3.8967,46.1198,Health-Conscious
1,21,0.1176,1.9309,5.1375,9.0005,5.2181,0.0116,6.9089,99.931,Health-Conscious
1,43,0.0744,3.9364,6.3854,3.4657,5.5337,0.0042,5.2044,98.1674,Health-Conscious
1,34,0.0301,0.5935,2.1627,5.8208,3.5497,0.0023,3.8649,27.7035,Health-Conscious
2,27,0.0289,0.6811,7.5123,4.7358,5.6553,0.0052,2.3196,102.3511,Social Media Influencer
1,54,0.0437,0.724,5.7243,3.7187,4.1194,0.0313,3.5627,69.3186,Health-Conscious
1,52,0.1154,0.6182,7.142,2.7096,3.3321,0.0109,2.2043,35.3997,Eco-Friendly
1,28,1.6805,1.3495,2.16,6.0107,1.6616,0.0122,2.3398,5.4658,Fitness Enthusiast
1,44,0.0115,4.8561,4.7041,2.4254,4.6712,1.1564,4.223,68.234,Health-Conscious
1,27,0.0768,0.7908,8.4286,1.9608,2.1993,0.007,1.8512,14.2444,Health-Conscious
2,34,1.6517,1.1093,3.6826,10.6633,3.4695,0.0042,2.6425,34.9853,Fitness Enthusiast
2,31,0.0458,3.231,5.2828,1.1667,2.6005,0.028,2.0159,14.0688,Health-Conscious
1,28,0.1717,0.7509,6.1709,4.1625,2.6713,0.0021,4.0327,21.6045,Eco-Friendly
2,33,0.0833,3.4732,2.5161,10.7805,4.522,0.009,5.0903,73.6918,Social Media Influencer
2,54,0.0037,1.5776,7.2497,5.6523,3.602,0.012,5.6143,46.5913,Health-Conscious
2,51,0.1231,3.5392,4.5556,10.4301,2.7166,0.1742,3.0414,15.6772,Social Media Influencer
2,42,0.3329,2.9297,5.6196,5.7577,3.0657,0.0133,2.776,29.964,Fitness Enthusiast
1,38,0.1156,5.336,5.6855,4.0761,3.9969,0.0341,3.7225,56.5996,Health-Conscious
2,19,0.0305,0.6995,4.0762,4.4441,3.5095,0.0302,3.9164,41.8748,Eco-Friendly
2,23,0.7043,0.3701,6.3505,13.6056,0.7139,0.0283,1.3569,3.3749,Fitness Enthusiast
2,37,0.0371,0.7822,6.1814,3.1947,2.4758,0.003,2.9524,12.7098,Health-Conscious
2,34,0.1437,2.2882,4.1571,12.3293,3.8325,1.3447,4.1858,46.4035,Health-Conscious
2,30,0.0911,3.1037,5.0002,2.1933,4.9689,0.0086,3.8421,98.0311,Health-Conscious
2,41,0.3083,4.887,1.9297,3.1275,1.2857,0.025,3.5301,2.5301,Health-Conscious
2,31,0.1568,0.6625,7.6821,4.3905,2.6224,0.1278,4.3519,23.5922,Eco-Friendly
2,32,2.0812,0.3106,6.6782,6.4639,3.8651,1.0747,3.4425,54.5701,Fitness Enthusiast
1,46,0.2009,0.7577,0.2855,13.4975,4.9818,0.0198,2.2121,66.0901,Health-Conscious
2,50,0.0393,1.2774,4.7575,3.8253,3.3232,0.0182,4.1225,30.7107,Health-Conscious
1,26,0.9728,0.4196,3.1586,13.4048,2.2757,0.2042,4.0326,12.1908,Eco-Friendly
2,23,0.0358,0.6857,2.9658,0.9574,2.7943,0.0186,0.9671,14.5749,Health-Conscious
2,25,0.2809,1.3528,6.1795,10.7522,1.848,1.3753,3.637,11.7593,Fitness Enthusiast
1,71,0.1765,4.7233,2.6568,1.7574,3.1544,0.004,4.0746,19.9751,Health-Conscious
2,30,0.1635,0.7587,4.5001,2.2984,3.1733,0.002,2.1825,32.6811,Eco-Friendly
2,19,0.0613,0.8086,5.6682,3.974,5.6834,1.1981,3.324,107.5742,Eco-Friendly
1,23,0.0158,0.7,0.8121,9.5053,1.6991,0.019,2.8963,2.4738,Social Media Influencer
1,45,0.2261,5.4908,2.5105,11.5869,3.6124,0.0236,2.1326,32.7402,Eco-Friendly
2,56,0.0783,0.4823,2.6026,39.9381,1.6871,0.0485,2.2256,6.4764,Fitness Enthusiast
2,37,0.0662,0.6972,4.3739,4.1523,4.725,0.0542,3.1049,92.0895,Eco-Friendly
1,25,1.2061,4.6718,2.6607,10.6853,3.2124,0.8238,2.3297,23.7442,Health-Conscious
1,29,0.1269,0.9803,7.4924,4.6567,3.0423,0.0088,2.2857,32.0135,Fitness Enthusiast
2,55,0.0657,0.7096,4.3043,3.9164,4.8994,0.0088,3.4963,96.9753,Eco-Friendly
1,29,0.0519,0.6413,4.1182,6.724,2.3278,1.493,1.4324,15.4059,Social Media Influencer
1,23,1.2586,2.8336,0.2058,9.8507,3.9085,0.0045,1.4737,35.6206,Fitness Enthusiast
1,48,0.6576,0.5922,6.5698,3.8104,3.0573,0.1001,3.9343,27.9343,Eco-Friendly
2,32,0.6158,3.1327,3.2588,1.6476,4.0782,1.1095,2.278,44.8216,Health-Conscious
1,50,0.0942,0.5708,6.0686,5.2713,3.0903,0.0228,4.6381,28.5929,Health-Conscious
1,48,0.0575,0.6973,4.6492,2.309,3.5261,0.0124,2.0994,35.9754,Health-Conscious
2,45,0.0672,1.1367,9.3794,9.4507,4.9637,0.0015,4.5643,97.3926,Fitness Enthusiast
1,30,2.526,1.2991,6.9781,8.0845,2.2242,0.2687,3.5871,14.427,Fitness Enthusiast
1,24,0.0779,2.5692,4.8271,2.6604,3.5917,0.0243,3.3763,42.0175,Health-Conscious
2,25,0.3733,4.4108,5.9008,2.5146,4.1778,0.033,2.7803,69.5339,Health-Conscious
1,21,0.0355,2.7037,3.9911,6.4211,3.1756,0.0015,1.5707,24.2446,Social Media Influencer
1,42,0.0197,6.0557,3.3198,4.2414,5.1029,0.0126,6.3955,92.5702,Health-Conscious
1,37,0.0819,3.4822,8.813,4.0887,5.0643,0.0176,5.1813,100.274,Health-Conscious
1,47,0.5472,4.4256,7.9204,1.4552,4.0687,0.0142,2.0581,67.4469,Health-Conscious
1,40,0.0334,2.8353,6.7894,4.7681,1.5043,0.0076,5.3028,6.7309,Health-Conscious
2,46,1.534,0.7302,3.7697,2.0329,1.1491,0.0107,1.611,4.3202,Fitness Enthusiast
2,32,2.8489,0.9433,0.7798,0.0274,3.4727,0.0684,0.8091,19.0611,Fitness Enthusiast
1,44,0.3081,4.5019,3.463,11.3719,3.8991,0.0094,1.3745,48.6372,Social Media Influencer
2,22,0.091,1.2014,4.7538,2.6944,3.7377,0.0143,4.2868,43.9687,Health-Conscious
2,32,0.0481,0.7926,6.3546,5.3927,4.822,0.0233,1.3265,99.2623,Social Media Influencer
2,51,0.0668,0.5538,6.7747,7.4171,6.1554,0.0104,3.5078,101.0774,Health-Conscious
1,27,0.0828,4.2679,4.6041,1.9856,2.613,0.0239,3.1712,12.1896,Health-Conscious
1,29,0.07,1.3608,9.2074,3.9209,4.3699,0.0424,3.6094,92.1434,Health-Conscious
2,28,1.6998,1.2376,2.2631,8.2254,5.6023,0.014,4.1183,88.4438,Health-Conscious
2,25,0.0426,0.7067,5.9673,4.4866,3.8018,0.0027,3.4078,51.7474,Eco-Friendly
1,41,0.0351,0.5503,6.0773,2.6939,3.687,0.0122,1.3825,47.853,Eco-Friendly
1,40,1.4818,4.3251,3.2165,9.9858,3.1301,0.0044,2.189,22.5545,Fitness Enthusiast
2,24,0.106,3.6343,4.0059,3.2376,3.3565,0.0048,3.9931,28.4195,Health-Conscious
2,26,0.0599,0.8451,3.3966,1.9753,4.8119,0.007,2.0206,94.4928,Eco-Friendly
2,37,0.0675,2.4858,8.6806,3.7146,4.3835,0.0112,5.0779,94.6991,Health-Conscious
2,43,0.0328,1.3591,5.2342,3.0513,3.8227,0.0285,4.0929,51.926,Health-Conscious
1,32,0.1231,1.0573,5.7345,4.9009,4.5918,0.0119,2.6355,94.0894,Health-Conscious
2,28,1.0455,1.4519,6.7598,5.3325,5.8077,1.2328,3.1858,110.1639,Fitness Enthusiast
2,22,0.0589,0.8075,9.6089,2.3505,1.7672,0.0055,1.7659,9.2944,Eco-Friendly
2,44,0.1687,0.7203,4.762,12.7507,4.7634,0.0033,5.4533,91.0611,Health-Conscious
1,28,0.3496,0.7042,6.1795,4.0578,4.2329,1.701,3.6328,68.8068,Social Media Influencer
1,45,0.1431,3.2416,6.2513,3.0507,3.1083,0.0538,3.0747,28.4265,Fitness Enthusiast
2,31,0.0957,3.7923,5.4564,2.4488,2.6328,0.0256,3.9018,13.5678,Health-Conscious
2,27,0.0689,0.8016,2.6392,2.9902,5.1592,0.0055,3.0844,94.7228,Eco-Friendly
1,48,0.1882,1.0685,6.2489,18.9136,4.4782,0.0028,3.3185,83.7928,Health-Conscious
2,42,0.0646,1.9154,6.8384,3.9352,2.0769,0.0014,3.8459,10.555,Health-Conscious
1,50,0.028,0.5533,8.9483,8.5905,2.2673,0.0041,4.9494,15.7691,Health-Conscious
2,38,1.4652,0.3225,4.8923,12.3924,3.4442,0.9617,3.3946,38.0356,Fitness Enthusiast
1,31,0.0793,0.7181,8.0142,4.3862,4.5889,0.0118,3.2463,96.2107,Social Media Influencer
1,40,2.4924,0.6953,5.6482,3.9386,3.0291,0.9413,1.9543,28.0892,Fitness Enthusiast
1,25,0.2147,1.0553,4.7472,12.3103,2.6393,0.0133,4.1546,16.1784,Health-Conscious
2,32,0.1286,0.749,8.0422,3.8138,2.2748,0.0004,3.3083,16.2953,Eco-Friendly
1,40,0.402,0.5606,4.2677,4.5077,3.0508,0.0236,3.8394,26.1997,Eco-Friendly
2,51,0.0615,0.8026,1.023,1.5607,4.4043,0.0144,1.2087,71.6709,Eco-Friendly
1,32,0.1079,0.7638,4.8663,3.1334,3.5653,0.0048,3.1338,47.4926,Eco-Friendly
1,34,0.1689,0.6692,4.0043,8.3703,3.1266,1.1911,1.8457,28.1214,Eco-Friendly
2,36,0.2443,0.8421,4.7493,2.1938,3.5936,0.0163,2.0204,48.8956,Eco-Friendly
2,39,0.3414,0.6364,4.9595,5.0634,0.5542,0.0319,1.4977,3.4377,Social Media Influencer
2,52,0.2891,1.0428,3.7189,15.5979,4.6454,0.0035,3.164,89.2736,Health-Conscious
1,65,2.5447,2.4551,5.7251,10.435,4.1217,0.7318,2.3781,62.5304,Fitness Enthusiast
2,50,0.0357,0.787,6.8013,2.1866,3.1845,0.0093,2.3431,29.9816,Health-Conscious
2,35,0.9347,3.0887,2.4143,11.7518,2.9362,0.0016,2.9068,15.1629,Fitness Enthusiast
2,35,0.0006,1.2133,5.8178,3.4276,2.5278,0.0724,3.8902,14.2487,Health-Conscious
2,22,0.2765,0.6317,1.1428,2.8545,0.7614,0.0342,1.9844,1.6625,Eco-Friendly
1,37,0.0552,0.7336,4.734,4.8332,7.2589,0.0304,4.2574,99.137,Eco-Friendly
2,51,1.4198,6.705,4.1095,14.3104,4.8361,0.0319,3.2359,87.4081,Health-Conscious
1,20,1.8174,0.9172,2.44,2.6854,3.5104,0.0057,2.6089,29.4766,Social Media Influencer
2,25,0.126,0.6841,3.4625,1.8956,3.6034,0.0035,1.2791,38.6755,Eco-Friendly
2,50,0.0243,0.7451,8.329,4.1042,2.0051,0.0012,3.2568,9.1443,Health-Conscious
1,37,0.0035,4.6432,3.0202,2.9166,2.1795,0.0095,4.4414,8.2358,Health-Conscious
2,20,0.0595,0.755,2.3143,3.8646,4.1998,0.6822,3.3967,53.286,Eco-Friendly
1,22,0.0608,0.7324,7.9181,3.5771,3.1382,0.0442,3.3763,30.3378,Health-Conscious
1,67,0.0422,4.8798,4.8997,0.9484,2.4279,0.0164,2.3346,13.3701,Health-Conscious
1,48,0.0063,0.6385,3.7797,3.6519,2.6782,0.8961,3.3207,19.5601,Eco-Friendly
2,60,0.02,0.7275,0.6757,2.4835,3.6582,0.008,1.8142,24.6228,Eco-Friendly
1,25,0.0551,2.4061,7.2562,4.5491,6.0509,0.006,4.2957,101.1199,Fitness Enthusiast
1,40,1.596,2.1536,3.5225,6.3128,1.8842,0.7419,1.6019,7.9955,Fitness Enthusiast
1,52,0.0443,0.5506,3.7822,7.2157,3.1708,0.0237,3.8139,26.1463,Health-Conscious
2,34,0.0464,3.0062,2.8286,10.5249,2.8402,0.0045,1.9097,18.6115,Social Media Influencer
2,29,0.3012,0.783,6.4119,1.0263,3.721,0.0011,0.8917,58.5283,Eco-Friendly
1,27,1.5032,0.5564,2.2088,4.981,3.8286,1.0986,4.2958,41.999,Eco-Friendly
2,45,0.0688,4.2986,5.599,2.5555,2.5591,0.0128,3.6615,15.5762,Health-Conscious
1,51,1.82,0.4798,5.9891,10.2603,2.3063,0.2704,2.2397,14.0634,Fitness Enthusiast
2,48,0.0751,2.9549,4.7235,2.8306,3.4695,0.0015,4.3161,35.0799,Health-Conscious
1,37,0.0485,0.7729,5.9131,3.8846,3.0125,0.0572,3.2709,26.8951,Eco-Friendly
1,41,0.0134,1.7254,6.8321,5.5119,2.8553,0.0214,5.3922,23.3465,Health-Conscious
1,25,0.0277,0.6693,3.1249,4.1919,3.4387,0.0042,4.1871,30.0746,Health-Conscious
2,46,0.1594,3.2978,1.9092,2.8052,4.4502,0.0071,5.4079,61.6848,Health-Conscious
1,38,0.0791,0.6413,8.1508,4.145,2.0437,0.0018,3.3802,12.3874,Eco-Friendly
2,51,0.0153,0.8672,7.6569,5.1567,0.6744,0.0019,1.8368,3.7931,Eco-Friendly
2,68,0.0502,4.9362,1.8087,2.768,3.247,0.0188,3.6752,18.2019,Health-Conscious
2,35,3.0126,1.852,3.3252,10.1703,3.5827,0.1144,3.3252,35.1737,Fitness Enthusiast
1,44,0.6531,0.7553,3.9413,2.517,5.427,1.5253,2.564,96.3271,Social Media Influencer
2,31,0.0602,3.5675,4.1587,0.7719,3.3932,0.0188,2.0295,29.8864,Health-Conscious
2,36,0.1326,0.6123,4.9154,9.3151,3.41,0.0292,4.1327,33.0516,Health-Conscious
1,50,0.4149,0.321,1.6542,13.6364,1.5268,0.0045,1.8298,4.1479,Health-Conscious
2,19,0.0557,0.7232,5.0202,4.3498,3.7947,0.0046,3.7665,45.5397,Eco-Friendly
1,26,0.0524,0.8272,0.6084,4.338,3.5044,0.0156,2.9612,28.6041,Eco-Friendly
2,43,0.0719,4.0771,1.1711,2.9261,4.4624,0.0091,5.0555,57.7128,Health-Conscious
2,24,0.0132,0.5951,5.0922,5.0685,0.8091,0.0022,2.1658,3.915,Social Media Influencer
2,40,0.3925,1.8397,2.5593,8.3157,0.3935,0.0243,2.9039,0.2566,Fitness Enthusiast
2,24,0.081,6.954,3.5113,2.4023,3.0667,0.0187,3.8372,21.5719,Health-Conscious
2,24,0.1115,3.9002,5.0148,2.2254,3.7916,0.0161,3.653,43.2853,Health-Conscious
2,54,0.3375,3.7583,2.5107,2.8882,4.9269,0.0217,3.3881,88.2856,Health-Conscious
2,30,0.011,1.0109,6.5703,4.39,2.9188,0.0087,4.6203,24.8914,Health-Conscious
2,30,0.5486,0.7618,4.5003,3.3286,2.6605,0.0006,2.9777,13.1424,Health-Conscious
1,50,0.1271,1.8711,7.7417,2.478,2.8011,0.0102,3.4874,21.8216,Health-Conscious
1,28,0.1169,2.9209,4.8082,2.8488,2.4333,0.015,4.7656,10.4304,Health-Conscious
2,44,0.0445,0.8116,5.6489,14.6979,5.9538,0.0108,2.3502,100.1429,Social Media Influencer
1,21,1.097,5.555,6.868,4.9473,3.6226,0.0255,4.1416,43.3791,Health-Conscious
1,25,0.264,3.3285,7.2874,5.767,4.0111,0.7579,6.7855,58.8596,Health-Conscious
1,23,0.2354,0.777,4.8602,4.9031,3.6765,0.0846,4.404,42.1517,Eco-Friendly
2,37,0.0291,1.2806,4.2429,4.2471,3.2129,0.0094,5.8931,26.0474,Health-Conscious
1,60,0.0208,0.6326,2.9896,3.7282,3.2093,0.0165,3.5824,24.3293,Eco-Friendly
1,35,0.0646,0.5713,5.0174,8.0842,4.022,0.0086,5.2789,69.0368,Health-Conscious
1,41,0.0414,0.6571,1.4196,1.7552,1.0947,0.0233,1.0669,1.4505,Eco-Friendly
2,33,0.1071,0.7619,0.4039,3.8182,1.352,0.0114,3.1885,3.6435,Eco-Friendly
2,32,0.6875,7.4646,2.4045,11.2774,3.9121,0.009,3.5107,34.6126,Health-Conscious
2,27,0.8893,0.2759,5.3761,12.624,3.2296,1.1735,3.1293,33.7303,Fitness Enthusiast
1,26,0.0164,0.7134,4.1467,4.0859,1.2593,0.0011,3.8626,2.6683,Eco-Friendly
1,21,0.0629,0.8189,1.2763,2.5819,3.1196,0.0135,2.391,17.2221,Social Media Influencer
1,47,0.1269,2.7734,3.0414,3.5227,2.6259,0.0095,3.8953,13.4233,Health-Conscious
2,26,0.1154,0.4578,5.0271,10.4031,2.6269,0.011,3.656,16.5731,Health-Conscious
2,25,0.1017,1.0748,6.5143,3.263,4.4534,0.015,4.0041,95.032,Health-Conscious
2,29,0.1973,0.6632,1.2743,2.8968,3.8137,1.1017,2.4765,36.7205,Social Media Influencer
2,43,0.0012,0.5974,4.5315,3.3963,3.6444,0.0148,3.1967,53.403,Eco-Friendly
2,48,1.0782,2.7941,3.6974,13.7282,3.0197,1.1033,2.8033,23.0845,Fitness Enthusiast
2,23,1.7091,0.6622,1.9902,11.68,2.8561,0.0023,2.2589,16.123,Fitness Enthusiast
2,27,0.0527,1.0701,3.2864,2.3992,3.5167,0.0211,3.3141,32.1203,Health-Conscious
2,42,0.0685,6.5115,5.9579,4.4915,4.8488,0.0219,5.1667,97.7276,Health-Conscious
1,30,0.1373,3.189,8.1443,3.0076,3.481,0.0137,4.0069,46.305,Health-Conscious
1,37,0.1463,2.1881,6.9972,11.1111,4.0721,0.0044,3.4315,67.0819,Health-Conscious
2,46,0.0319,0.637,8.8581,4.5221,2.229,0.017,4.6572,14.6508,Health-Conscious
2,43,0.0098,0.7364,4.3088,1.9758,3.5886,0.0085,1.2774,38.6184,Health-Conscious
1,59,0.0766,0.7657,6.5946,3.3672,2.3691,0.0169,2.6821,13.8448,Fitness Enthusiast
1,31,0.0887,0.7978,5.8304,3.2309,5.9047,0.0002,2.8429,100.2136,Eco-Friendly
1,46,2.1223,0.0293,3.9215,10.1167,2.7251,0.8563,3.0827,19.0036,Fitness Enthusiast
1,28,0.042,1.0052,7.0466,2.7246,1.6601,0.0261,3.3312,4.9328,Health-Conscious
1,38,0.3887,0.857,6.0491,10.8014,3.8182,1.6571,4.0592,52.4385,Fitness Enthusiast
